source,target
Holocene,Neolithic
Holocene,Anthropocene
Holocene,Paul_J._Crutzen
Holocene,Plate_tectonics
Holocene,40th_parallel_north
Holocene,Post-glacial_rebound
Holocene,Land_depression
Holocene,Vermont
Penguin,Latitude
Penguin,Langhian
Penguin,Tortonian
Penguin,Global_cooling
Penguin,Paleoclimatology
Penguin,Quaternary_glaciation
Sun,G-type_main-sequence_star
Sun,Gravitational_collapse
Sun,Molecular_cloud
Sun,Formation_and_evolution_of_the_Solar_System
Sun,Solar_core
Sun,Star_formation
Sun,Mass%E2%80%93energy_equivalence
Earth,Oxygen
Earth,Water_vapor
Earth,Climate
Earth,Argon
Earth,Carbon_dioxide
Earth,Neon
Earth,Helium
Earth,Methane
Earth,Krypton
Earth,Hydrogen
Flight_feather,Emu
Flight_feather,Cassowary
Flight_feather,Kakapo
Flight_feather,Eurasian_jackdaw
Flight_feather,Family_(biology)
Flight_feather,Arctic
Flight_feather,Bird_migration
Season,Cold_wave
Season,Heat_wave
Season,Jet_stream
Season,Meteorology
Season,Severe_weather
Season,List_of_severe_weather_phenomena
Season,Extreme_weather
Season,Severe_weather_terminology_(Canada)
Season,Severe_weather_terminology_(Japan)
Axial_tilt,IAU
Axial_tilt,Terrestrial_time
Axial_tilt,Right_ascension
Axial_tilt,Declination
Earth%27s_orbit,Jean_Meeus
Earth%27s_orbit,NASA
Earth%27s_orbit,Jerry_Brotton
Earth%27s_orbit,Institute_of_Physics_Publishing
Earth%27s_orbit,Random_House
Earth%27s_orbit,Template_talk:Orbits
Chordate,Gonad
Chordate,Ovary
Chordate,Testicle
Chordate,Nerves
Chordate,Hepatic_caecum
Chordate,Liver
Taxonomy_(biology),Taxis
Taxonomy_(biology),Scientific_method
Taxonomy_(biology),Scientific
Taxonomy_(biology),Circumscription_(taxonomy)
Taxonomy_(biology),Organism
Taxonomy_(biology),Taxon
Taxonomy_(biology),Taxonomic_rank
Taxonomy_(biology),Domain_(biology)
Taxonomy_(biology),Kingdom_(biology)
Taxonomy_(biology),Phylum
Emperor_penguin,Auster_rookery
Emperor_penguin,Polynya
Emperor_penguin,Wind_chill
Emperor_penguin,Leopard_seal
Great_auk,Italy
Great_auk,Rookery
Great_auk,Baffin_Bay
Great_auk,Gulf_of_St._Lawrence
Great_auk,Polar_bear
Great_auk,Papa_Westray
Great_auk,Orkney_Islands
Orbital_period,Astrophysics
Orbital_period,Frame_of_reference
Orbital_period,Opposition_(planets)
Orbital_period,Moon
Orbital_period,Earth
Orbital_period,Nodal_period
Orbital_period,Ecliptic
Standard_time,Colonial_Time_Service_Observatory
Standard_time,Morse_code
Standard_time,International_Meridian_Conference
Standard_time,Mecca_Time
Standard_time,Time_standard
Standard_time,National_Academy_of_Sciences
Standard_time,National_Park_Service
Standard_time,American_Meteorological_Society
Danian,Pennsylvanian_(geology)
Danian,Mississippian_(geology)
Danian,Pridoli_epoch
Danian,Ludlow_epoch
Danian,Wenlock_epoch
Danian,Llandovery_epoch
Danian,Furongian
Danian,Miaolingian
Danian,Cambrian_Series_2
Danian,Terreneuvian
Danian,Proterozoic
Ordovician,Ice_cap
Ordovician,Diorama
Ordovician,Plankton
Ordovician,Graptolithina
Ordovician,Trilobite
Ordovician,Agnostida
Ordovician,Ptychopariida
Ordovician,Asaphida
Carboniferous,Siberia_(continent)
Carboniferous,Kazakhstania
Carboniferous,Permo-Carboniferous
Carboniferous,Wasatch_Mountains
Carboniferous,Utah
Carboniferous,Limestone
Carboniferous,Sandstone
Bird,Psittaciformes
Bird,Passeriformes
Bird,Synonym_(taxonomy)
Bird,Warm-blooded
Bird,Vertebrate
Bird,Class_(biology)
Bird,Feather
Bird,Oviparity
Silurian,Celts
Silurian,Silures
Silurian,Adam_Sedgwick
Silurian,Latin
Silurian,Geologic_time_scale
Silurian,Charles_Lapworth
Silurian,Geology_of_Gotland
Silurian,Joachim_Barrande
Silurian,Bohemia
Precambrian,Cryogenian
Precambrian,Andean-Saharan_glaciation
Precambrian,Karoo_Ice_Age
Precambrian,Quaternary_glaciation
Precambrian,Timeline_of_glaciation
Precambrian,Francevillian_biota
Precambrian,Myr
Precambrian,Geologic_era
Precambrian,Ediacaran
Animal,Exoskeleton
Animal,Bone
Animal,Spicule_(sponge)
Animal,Cell_junction
Animal,Tight_junction
Animal,Gap_junction
Animal,Desmosome
Animal,Placozoa
Devonian,Microorganism
Devonian,Stromatoporoidea
Devonian,Paleo-Tethys_Ocean
Devonian,Plate_tectonics
Devonian,Laurentia
Devonian,Baltica
Permian,Lycopodiophyta
Permian,Lepidodendron
Permian,Sigillaria
Permian,Pteridospermatophyta
Permian,Equisetopsida
Permian,South_China_(continent)
Permian,Glossopteris
Permian,Ginkgoopsida
Cambrian,Template_talk:Life_timeline
Cambrian,Water
Cambrian,Evolution_of_photosynthesis
Cambrian,Eukaryote
Cambrian,Arthropod
Cambrian,Mollusca
Cambrian,Evolutionary_history_of_plants
Cambrian,Dinosaur
Megaannum,Mesoamerican_calendars
Megaannum,Aztec_calendar
Megaannum,Haab%27
Megaannum,Heliacal_rising
Megaannum,Ecliptic
Megaannum,Precession_of_the_equinoxes
Triassic,Branchiosauridae
Triassic,Micropholis_(amphibian)
Triassic,Stereospondyli
Triassic,Mastodonsaurus
Triassic,Rhynchosaur
Triassic,Phytosaurs
Holocene,Michigan
Holocene,Floodplain
Holocene,Cave_Deposit
Holocene,Tectonic_uplift
Holocene,Scandinavia
Holocene,Baltic_Sea
Penguin,Middle_Miocene_Climate_Transition
Penguin,Antarctic_ice_sheet
Penguin,Autapomorphy
Penguin,Grebe
Penguin,Homoplasies
Penguin,DNA_sequence
Penguin,Flipper_(anatomy)
Sun,Hydrogen_fusion
Sun,Hydrostatic_equilibrium
Sun,Red_giant
Sun,Mercury_(planet)
Sun,Venus
Sun,White_dwarf
Sun,Prehistoric_times
Sun,The_Sun_in_culture
Earth,Planet
Earth,Astronomical_object
Earth,Life
Earth,Land
Earth,Continent
Earth,Island
Earth,Water_distribution_on_Earth
Flight_feather,Latitude
Flight_feather,White-bellied_sea_eagle
Flight_feather,Predator
Flight_feather,Anseriformes
Flight_feather,Wryneck
Flight_feather,Dendrochronology
Season,Severe_weather_terminology_(United_States)
Season,Weather_forecasting
Season,Weather_modification
Season,Glossary_of_meteorology
Season,Glossary_of_climate_change
Season,Glossary_of_tornado_terms
Season,Glossary_of_tropical_cyclone_terms
Season,Template_talk:Weather
Season,Ecology
Axial_tilt,Jupiter
Axial_tilt,Saturn
Axial_tilt,Uranus
Axial_tilt,Neptune
Axial_tilt,Pluto
Earth%27s_orbit,Box_orbit
Earth%27s_orbit,Parabolic_trajectory
Earth%27s_orbit,Circular_orbit
Earth%27s_orbit,Elliptic_orbit
Earth%27s_orbit,Highly_elliptical_orbit
Earth%27s_orbit,Horseshoe_orbit
Earth%27s_orbit,Hyperbolic_trajectory
Chordate,Amphioxus
Chordate,Vertebrate_Palaeontology_(Benton)
Chordate,Fishes_of_the_World
Chordate,Cladistics
Chordate,Linnaean_taxonomy
Chordate,Leptocardii
Chordate,Urochordata
Chordate,Ascidiacea
Chordate,Thaliacea
Taxonomy_(biology),Class_(biology)
Taxonomy_(biology),Order_(biology)
Taxonomy_(biology),Family_(biology)
Taxonomy_(biology),Genus
Taxonomy_(biology),Species
Taxonomy_(biology),Carl_Linnaeus
Taxonomy_(biology),Linnaean_taxonomy
Emperor_penguin,Southern_giant_petrel
Emperor_penguin,South_polar_skua
Emperor_penguin,Orca
Emperor_penguin,British_Antarctic_Survey
Emperor_penguin,Satellite_imagery
Emperor_penguin,Guano
Emperor_penguin,Biological_life_cycle
Emperor_penguin,Courtship
Great_auk,"St_Kilda,_Scotland"
Great_auk,Gr%C3%ADmsey
Great_auk,Eldey_Island
Great_auk,Geirfuglasker
Great_auk,Funk_Island
Great_auk,Newfoundland_and_Labrador
Great_auk,Magdalen_Islands
Great_auk,Cape_Cod
Great_auk,Massachusetts
Great_auk,Grand_Banks_of_Newfoundland
Orbital_period,Line_of_nodes
Orbital_period,Epoch_(astronomy)
Orbital_period,Periapsis
Orbital_period,Perihelion
Orbital_period,Semi-major_axis
Orbital_period,Tropical_year
Orbital_period,Right_ascension
Orbital_period,Equinox_(celestial_coordinates)
Standard_time,Milwaukee_Journal_Sentinel
Standard_time,Eviatar_Zerubavel
Standard_time,Standard_time
Danian,Neoproterozoic
Danian,Ediacaran
Danian,Cryogenian
Danian,Tonian
Danian,Mesoproterozoic
Danian,Stenian
Danian,Ectasian
Danian,Calymmian
Ordovician,Brachiopod
Ordovician,Bryozoa
Ordovician,Echinoderm
Ordovician,Endocerid
Ordovician,Cephalopod
Ordovician,Nautiloid
Ordovician,Orthoceras
Carboniferous,Shale
Carboniferous,Industrial_Revolution
Carboniferous,Wood
Carboniferous,Bark_(botany)
Carboniferous,Evolution
Carboniferous,Lignin
Carboniferous,Suberin
Carboniferous,Swamp
Bird,Eggshell
Bird,Metabolism
Bird,Heart
Bird,Bird_skeleton
Bird,Bee_hummingbird
Bird,Common_ostrich
Bird,Passerine
Bird,Moa
Silurian,Edward_Forbes
Silurian,Epoch_(geology)
Silurian,Stage_(stratigraphy)
Silurian,Llandovery
Silurian,Carmarthenshire
Silurian,Wenlock_(Silurian)
Silurian,Wenlock_Edge
Silurian,Shropshire
Silurian,Vascular_plant
Precambrian,Ediacaran_fauna
Precambrian,Tonian
Precambrian,Geology_of_the_Moon
Precambrian,Meteorite
Precambrian,Global_Boundary_Stratotype_Section_and_Point
Precambrian,Cool_Early_Earth
Precambrian,Isua_greenstone_belt
Precambrian,Red_beds
Precambrian,Animal
Animal,Biological_tissue
Animal,Muscle
Animal,Nerve_tissue
Animal,Digestion
Animal,Dragonfly
Animal,Haploid
Animal,Gamete
Animal,Meiosis
Animal,Spermatozoon
Devonian,Tropic_of_Capricorn
Devonian,Hadley_cell
Devonian,Ferrel_cell
Devonian,Hematite
Devonian,Pangaea
Permian,Blattoptera
Permian,Chitin
Permian,Exoskeleton
Permian,Dragonfly
Permian,Odonata
Permian,Aquatic_insect
Permian,Meganeuropsis
Permian,Beetle
Cambrian,Mammal
Cambrian,Aves
Cambrian,Primate
Cambrian,Early_Earth
Cambrian,Age_of_Earth
Cambrian,Origin_of_water_on_Earth
Cambrian,Earliest_known_life_forms
Cambrian,Late_Heavy_Bombardment
Cambrian,Geological_history_of_oxygen
Cambrian,Great_Oxidation_Event
Cambrian,Evolution_of_fungi
Megaannum,Sothic_cycle
Megaannum,Sirius
Megaannum,Gaussian_year
Megaannum,Gaussian_gravitational_constant
Megaannum,Friedrich_Bessel
Megaannum,Ephemeris_time
Megaannum,Length_of_day_(astronometry)
Megaannum,Precession
Megaannum,Tidal_drag
Triassic,Archosaurs
Triassic,Aetosaurs
Triassic,Rauisuchia
Triassic,Theropoda
Triassic,Coelophysis
Triassic,Cynodont
Triassic,Pioneer_organisms
Triassic,Food-web
Triassic,Temnospondyli
Holocene,Earthquake
Holocene,Hudson_Bay
Holocene,Tyrrell_Sea
Holocene,Huelmo%E2%80%93Mascardi_Cold_Reversal
Holocene,Southern_Hemisphere
Holocene,Northern_Hemisphere
Holocene,Holocene_climatic_optimum
Holocene,Neoglacial
Holocene,Neopluvial
Penguin,Neoaves
Penguin,Paleognath
Penguin,Fowl
Penguin,Aequornithes
Penguin,Waterfowl
Penguin,Stork
Sun,Solar_deity
Sun,Synodic_day
Sun,Solar_calendar
Sun,Gregorian_calendar
Sun,Calendar
Sun,Old_English
Sun,Low_German
Sun,Old_Norse
Earth,Ocean
Earth,Sea
Earth,Gulf
Earth,Salt_water
Earth,Lake
Earth,River
Earth,Fresh_water
Flight_feather,Swallow-tailed_kite
Flight_feather,Secretary_bird
Flight_feather,European_honey_buzzard
Flight_feather,Mathematical
Flight_feather,Bird_ringing
Flight_feather,Common_chiffchaff
Flight_feather,Willow_warbler
Season,Daylight
Season,Earth
Season,Earth%27s_orbit
Season,Sun
Season,Axial_tilt
Season,Ecliptic
Season,Sunlight
Axial_tilt,Rossiter%E2%80%93McLaughlin_effect
Axial_tilt,Kepler_space_telescope
Axial_tilt,Extrasolar_planets
Axial_tilt,Habitable_zone
Axial_tilt,Polar_motion
Axial_tilt,True_polar_wander
Axial_tilt,J._B._Lippincott_%26_Co.
Earth%27s_orbit,Inclined_orbit
Earth%27s_orbit,Non-inclined_orbit
Earth%27s_orbit,Lagrange_point
Earth%27s_orbit,Osculating_orbit
Earth%27s_orbit,Parking_orbit
Earth%27s_orbit,Prograde_orbit
Earth%27s_orbit,Retrograde_orbit
Chordate,Appendicularia
Chordate,Sorberacea
Chordate,Craniata
Chordate,Agnatha
Chordate,Paraphyletic
Chordate,Cyclostomata
Chordate,Myxinoidea
Chordate,Myxini
Taxonomy_(biology),Binominal_nomenclature
Taxonomy_(biology),Phylogeny
Taxonomy_(biology),Biological_nomenclature
Taxonomy_(biology),Systematic_biology
Taxonomy_(biology),Biosystematics
Taxonomy_(biology),Augustin_Pyramus_de_Candolle
Taxonomy_(biology),Alpha_diversity
Taxonomy_(biology),William_Bertram_Turrill
Taxonomy_(biology),Ernst_Mayr
Emperor_penguin,Animal_sexual_behavior
Emperor_penguin,Serial_monogamy
Emperor_penguin,Egg_(biology)
Emperor_penguin,Mus%C3%A9um_de_Toulouse
Emperor_penguin,Egg
Emperor_penguin,Brood_patch
Great_auk,Massachusetts_Bay
Great_auk,Florida
Great_auk,John_James_Audubon
Great_auk,The_Birds_of_America
Great_auk,Marine_mammal
Great_auk,Orca
Great_auk,White-tailed_eagle
Great_auk,John_Gould
Great_auk,Lumpsucker
Orbital_period,Year
Orbital_period,Sidereal_year
Orbital_period,Axial_tilt
Orbital_period,Celestial_equator
Orbital_period,Axial_precession
Danian,Paleoproterozoic
Danian,Statherian
Danian,Orosirian
Danian,Rhyacian
Danian,Siderian
Danian,Archean
Danian,Neoarchean
Ordovician,Isotelus
Ordovician,Wisconsin
Ordovician,Cambrian_explosion
Ordovician,Ordovician_radiation
Ordovician,Genus
Ordovician,Phanerozoic
Ordovician,Filter_feeder
Ordovician,Archaeocyatha
Ordovician,Eocrinoidea
Carboniferous,Forest
Carboniferous,Bacteria
Carboniferous,Basidiomycetes
Carboniferous,Carbon
Carboniferous,Wildfire
Carboniferous,Gigantism
Bird,Elephant_bird
Bird,Forelimb
Bird,Ratite
Bird,Penguin
Bird,Endemism
Bird,Seabird
Bird,Water_bird
Bird,Feathered_dinosaur
Silurian,Cooksonia
Silurian,Gondwana
Silurian,Baragwanathia
Silurian,Millipedes
Silurian,Scotland
Silurian,Ludlow_Group
Silurian,Ludlow
Silurian,"Ludford,_Shropshire"
Precambrian,Vaalbara
Precambrian,Giga-annum
Precambrian,Kenorland
Precambrian,Craton
Precambrian,Laurentia
Precambrian,Baltica
Precambrian,Yilgarn_craton
Animal,Egg_cell
Animal,Zygote
Animal,Mitosis
Animal,Invagination
Animal,Gastrula
Animal,Germ_layer
Animal,Ectoderm
Animal,Endoderm
Animal,Mesoderm
Devonian,Appalachian_Mountains
Devonian,Caledonian_orogeny
Devonian,Great_Britain
Devonian,Scandinavia
Devonian,Idaho
Devonian,Nevada
Devonian,Island_arc
Permian,Hemiptera
Permian,Orthoptera
Permian,Karoo_Supergroup
Permian,Pelycosaur
Permian,Edaphosauridae
Permian,Sphenacodontidae
Permian,Diadectidae
Permian,Amphibian
Cambrian,Caveasphaera
Cambrian,Ediacaran_biota
Cambrian,Tetrapoda
Cambrian,Ape
Cambrian,Phanerozoic
Cambrian,Proterozoic
Cambrian,Archean
Cambrian,Hadean
Cambrian,Mesoarchean
Megaannum,Post-glacial_rebound
Megaannum,Sea_level_rise
Megaannum,Week
Megaannum,Minute
Megaannum,Galactic_year
Megaannum,Solar_System
Triassic,Amphibian
Triassic,Trematosaur
Triassic,Capitosaur
Triassic,Plagiosaurus
Triassic,Metoposaur
Triassic,Lissamphibia
Triassic,Frog
Triassic,Reptiliomorpha
Holocene,Medieval_Warm_Period
Holocene,Little_Ice_Age
Holocene,Radiative_forcing
Penguin,Rallidae
Penguin,Seabird
Penguin,Ciconiiformes
Penguin,Procellariiformes
Penguin,Plotopteridae
Penguin,Cormorant
Sun,Proto-Germanic
Sun,Sol_(day_on_Mars)
Sun,Solar_day
Sun,Mars
Sun,Solar_eclipse
Sun,Sunday
Sun,Interpretatio_germanica
Sun,Dies_(deity)
Earth,Hydrosphere
Earth,Earth%27s_polar_regions
Earth,Ice
Earth,Tectonic_plates
Earth,Inner_core
Earth,Outer_core
Earth,Earth%27s_magnetic_field
Earth,Mantle_(geology)
Flight_feather,Empidonax
Flight_feather,Tyrant_flycatcher
Flight_feather,American_dusky_flycatcher
Flight_feather,Hammond%27s_flycatcher
Flight_feather,Common_skylark
Flight_feather,Oriental_skylark
Flight_feather,Bird_anatomy
Season,Hibernation
Season,Migration_(ecology)
Season,Northern_Hemisphere
Season,Southern_Hemisphere
Season,Month
Axial_tilt,Astronomy_and_Astrophysics
Axial_tilt,H.M._Stationery_Office
Axial_tilt,Macmillan_Publishers
Axial_tilt,Nature_(journal)
Axial_tilt,Icarus_(journal)
Axial_tilt,Science_(journal)
Earth%27s_orbit,Synchronous_orbit
Earth%27s_orbit,Semi-synchronous_orbit
Earth%27s_orbit,Subsynchronous_orbit
Earth%27s_orbit,Hohmann_transfer_orbit
Earth%27s_orbit,Geosynchronous_orbit
Earth%27s_orbit,Geostationary_orbit
Earth%27s_orbit,Geostationary_transfer_orbit
Earth%27s_orbit,Graveyard_orbit
Earth%27s_orbit,High_Earth_orbit
Chordate,Petromyzontida
Chordate,Hyperoartia
Chordate,Conodonta
Chordate,Myllokunmingiida
Chordate,Pteraspidomorphi
Chordate,Thelodonti
Chordate,Anaspida
Chordate,Cephalaspidomorphi
Taxonomy_(biology),Species_problem
Taxonomy_(biology),Antoine_Laurent_de_Jussieu
Taxonomy_(biology),Bentham_and_Hooker
Emperor_penguin,Altriciality
Emperor_penguin,Curd
Emperor_penguin,Protein
Emperor_penguin,Lipid
Emperor_penguin,Oesophagus
Emperor_penguin,Crop_milk
Emperor_penguin,Offspring
Great_auk,Shorthorn_sculpin
Great_auk,Cod
Great_auk,Sand_lance
Great_auk,Plankton
Great_auk,Museum_Wiesbaden
Great_auk,Tibia
Great_auk,Caithness
Orbital_period,Standard_gravitational_parameter
Orbital_period,Gravitational_constant
Orbital_period,Hour
Orbital_period,Kg
Orbital_period,Metre
Danian,Mesoarchean
Danian,Paleoarchean
Danian,Eoarchean
Danian,Hadean
Danian,Geologic_time_scale
Danian,Danian
Ordovician,Crinoid
Ordovician,Continental_shelf
Ordovician,Coral
Ordovician,Coral_reef
Ordovician,Ediacaran
Ordovician,Gastropoda
Ordovician,Vertebrata
Carboniferous,Insect
Carboniferous,Respiration_(physiology)
Carboniferous,Echinodermata
Carboniferous,Brachiopoda
Carboniferous,Trilobite
Carboniferous,Plant
Bird,Theropod
Bird,Dinosaur
Bird,Origin_of_birds
Bird,Reptile
Bird,Cladistics
Bird,Crocodilia
Bird,Avialae
Bird,Archaeopteryx
Silurian,P%C5%99%C3%ADdol%C3%AD_epoch
Silurian,Slivenec
Silurian,Czech_Republic
Silurian,Cadastre
Silurian,Estonia
Silurian,Lithuania
Silurian,Hoved%C3%B8ya
Precambrian,Kalahari_Craton
Precambrian,Columbia_(supercontinent)
Precambrian,Wadsworth_Publishing_Company
Precambrian,Michigan_State_University
Precambrian,International_Chronostratigraphic_Chart
Precambrian,J.W._Dawson
Precambrian,J._W._Dawson
Precambrian,Yves_Brun
Precambrian,ASM_Press
Precambrian,Carl_Zimmer
Animal,Inbreeding
Animal,Inbreeding_depression
Animal,Dominance_(genetics)
Animal,Inbreeding_avoidance
Animal,Asexual_reproduction
Animal,Fragmentation_(reproduction)
Animal,Budding
Devonian,Antler_orogeny
Devonian,Panthalassa
Devonian,Planet
Devonian,Proto-Tethys_Ocean
Devonian,Rheic_Ocean
Devonian,Ural_Ocean
Devonian,Chaitenia
Devonian,Accretion_(geology)
Permian,Therapsid
Permian,Dinocephalia
Permian,Gorgonopsia
Permian,Dicynodont
Permian,Pareiasaur
Permian,Parareptilia
Permian,Archosauriformes
Permian,Pseudosuchia
Permian,Dinosaur
Cambrian,Huronian_glaciation
Cambrian,Cryogenian
Cambrian,Andean-Saharan_glaciation
Cambrian,Karoo_Ice_Age
Cambrian,Quaternary_glaciation
Cambrian,Timeline_of_glaciation
Cambrian,Francevillian_biota
Megaannum,Galactic_center
Megaannum,Effect_of_sun_angle_on_climate
Megaannum,A_(year)
Megaannum,Geology
Megaannum,Paleontology
Megaannum,Kyr
Megaannum,Myr
Megaannum,Byr
Triassic,Embolomeri
Triassic,Chroniosuchia
Triassic,Archosauromorpha
Triassic,Synapsid
Triassic,Cynognathus
Triassic,Kannemeyeriidae
Triassic,Dicynodont
Holocene,Bond_events
Holocene,Pleistocene_megafauna
Holocene,Mammoth
Holocene,Mastodon
Holocene,Saber-toothed_cat
Holocene,Smilodon
Holocene,Homotherium
Penguin,Anhinga
Penguin,Pelecaniformes
Penguin,Sister_group
Penguin,Puffin
Penguin,Aquatic_ecosystem
Penguin,Wing
Sun,Hemera
Sun,Red_dwarf
